FILIAL;REFERÊNCIA_COR;DESCRIÇÃO_PRODUTO;CATEGORIA;SUB CATEGORIA;VALOR_VENDA;QTDE_ESTOQUE;STATUS_REFERÊNCIA;MOTIVO_STATUS;STATUS_DESATIVADO
LOJA 01;29.16923_0024;KIMONO FAIXA AMARRACAO                  ;COLETE / KIMONO;KIMONO;895;5;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.16854_04312;SHORT COS AMARRACAO                     ;BERMUDA /SHORT;SHORT;516;4;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15618_0005;BLUSA VISCOSE ALCAS PREGAS CROPPED      ;BLUSA;BLUSA;636;4;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15033_04065;VESTIDO MIDI LISTRA AMARANTO            ;VESTIDO;VESTIDO;1116;4;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.06715_2440;CALCA RETA POCHETE                      ;CALÇA;CALÇA;956;4;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.14393_27248;MACACAO ESTAMPA PINGO LARANJA           ;MACACAO;MACACAO;756;4;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16045_30002;VESTIDO MIDI ESTAMPA GIZ                ;VESTIDO;VESTIDO;796;4;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15318_04035;CASACO TRICOT TRAMA BICOLOR             ;CASACO / JAQUETA;CASACO;837;3;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15688_04065;TOP DETALHE ELASTICO                    ;BLUSA;TOP;207;3;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14142_741;BLUSA TRICOLOR ALCA JABOUR              ;BLUSA;BLUSA;327;3;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.11394_1339;MACACAO FAIXA AMARRACAO                 ;MACACAO;MACACAO;717;3;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14156_04003;BLUSA LAISE BABADO                      ;BLUSA;BLUSA;387;3;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.11665_00066;VESTIDO MIDI DECOTE ROLOTE              ;VESTIDO;VESTIDO;357;3;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.15365_04067;MACACAO PANTACOURT ALCA TRANCA          ;MACACAO;MACACAO;477;3;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15804_0005;SHORT JEANS DESTROYED BLACK             ;BERMUDA /SHORT;SHORT;357;3;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.15618_0024;BLUSA VISCOSE ALCAS PREGAS CROPPED      ;BLUSA;BLUSA;477;3;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.06069_2435;SAIA MIDI PALA FRANZIDO                 ;SAIA;SAIA;417;3;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15748_27559;BLUSA ESTAMPA CORAL                     ;BLUSA;BLUSA;297;3;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13915_4451;VESTIDO CURTO TRICOLOR                  ;VESTIDO;VESTIDO;297;3;COM FOTO;DESATIVADO;PRODUTO DIFERENTE DA IMAGEM
LOJA 01;29.15246_00005;VESTIDO MIDI LISTRADO COM PALA          ;VESTIDO;VESTIDO;357;3;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.16432_0091;CALCA JEANS WIDE                        ;CALÇA;CALÇA;417;3;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14822_27414;VESTIDO CURTO ESTAMPA KILIM AMARANTO    ;VESTIDO;VESTIDO;537;3;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16445_2614;KIMONO SARJA DESFIADOS                  ;COLETE / KIMONO;KIMONO;507;3;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13915_0024;VESTIDO CURTO TRICOLOR                  ;VESTIDO;VESTIDO;198;2;COM FOTO;DESATIVADO;PRODUTO DIFERENTE DA IMAGEM
LOJA 01;29.13518_0005;CALCA MALHA DETALHE CINTO               ;CALÇA;CALÇA;538;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16074_04014;SHORT CLOCHARD BORDADO                  ;BERMUDA /SHORT;SHORT;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14078_0091;SHORT JEANS CORDAO MULTICOLOR           ;BERMUDA /SHORT;SHORT;258;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15747_04069;VESTIDO LONGO FRANZIDO BUSTO            ;VESTIDO;VESTIDO;478;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.11702_2710;TUNICA ESTAMPA DALIA                    ;BLUSA;TUNICA;178;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15947_30004;CALCA ESTAMPA MOSAICO                   ;CALÇA;CALÇA;278;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.11766_2748;BLUSA BLUSADA ALCA                      ;BLUSA;BLUSA;158;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15458_27662;TOP ALGODAO LISTRADO ALCINHA FINA       ;BLUSA;TOP;178;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14273_1573;VESTIDO MIDI OMBRO BABADO               ;VESTIDO;VESTIDO;538;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15628_27593;VESTIDO ESTAMPA SERPENTE MIDI           ;VESTIDO;VESTIDO;758;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.11897_2166;BLUSA ALCA DECOTE BABADOS               ;BLUSA;BLUSA;138;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15773_04066;VESTIDO LONGO MANGA BUFANTE             ;VESTIDO;VESTIDO;518;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.12235_0024;BLUSA PALA ROLOTE                       ;BLUSA;BLUSA;318;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15939_04310;VESTIDO MIDI DECOTE BABADINHO           ;VESTIDO;VESTIDO;378;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.12487_0024;TUNICA TRICOT BICOLOR                   ;BLUSA;TUNICA;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16036_30020;VESTIDO MIDI ESTAMPA CALEIDOSCOPIO      ;VESTIDO;VESTIDO;518;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16943_0005;VESTIDO CURTO CINTO TRANCADO            ;VESTIDO;VESTIDO;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13975_27247;SAIA MIDI ESTAMPA PINGO HIBISCO         ;SAIA;SAIA;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16433_30031;SHORT SARJA ESTAMPA LABIRINTO           ;BERMUDA /SHORT;SHORT;238;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15472_27662;VESTIDO ALGODAO LISTRADO ASSIMETRICO MID;VESTIDO;VESTIDO;598;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16447_2614;SAIA CURTA SARJA CLOCHARD DESFIADOS     ;SAIA;SAIA;238;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.13605_27293;VESTIDO JACQUARD ESTAMPA MEXICO MIDI    ;VESTIDO;VESTIDO;558;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.12811_2608;VESTIDO CURTO CAMADAS                   ;VESTIDO;VESTIDO;298;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13621_04022;TOP DRAPEADO ALCAS ROLOTES              ;BLUSA;TOP;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14848_0005;SANDALIA COURO PAPETE BICOLOR           ;SAPATO;SANDALIA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13671_3194;BLUSA BATA LISTRA LEON                  ;BLUSA;BLUSA;218;2;SEM FOTO;SEM FOTO;0
LOJA 01;29.14856_27414;SAIA MIDI ESTAMPA KILIM AMARANTO        ;SAIA;SAIA;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15784_27601;VESTIDO MIDI BORDADO ORNAMENTO          ;VESTIDO;VESTIDO;558;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.14955_27573;VESTIDO CURTO ESTAMPA LOSAS             ;VESTIDO;VESTIDO;258;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15916_30001;BLUSA ESTAMPA NATUREZA ESTRELA          ;BLUSA;BLUSA;178;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13320_04002;VESTIDO CURTO MANGA BUFANTE             ;VESTIDO;VESTIDO;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15941_30013;TUNICA ESTAMPA VINHA                    ;BLUSA;TUNICA;198;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15215_04067;BLUSA MANGA PREGAS                      ;BLUSA;BLUSA;198;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16016_04310;VESTIDO MIDI DECOTE V                   ;VESTIDO;VESTIDO;378;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13324_04017;CALCA CINTO ROLOTE                      ;CALÇA;CALÇA;258;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.11061_2617;SAIA CURTA RECORTE PREGAS               ;SAIA;SAIA;298;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13339_27005;BLUSA ESTAMPA LIBERTY CITRICO           ;BLUSA;BLUSA;198;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16400_0024;CALCA SARJA VINCO PESPONTO COLOR        ;CALÇA;CALÇA;258;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.13442_27005;BLUSA MANGA 3/4 ESTAMPA LIBERTY CITRICO ;BLUSA;BLUSA;198;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14006_0024;BLUSA BORDADO OURO                      ;BLUSA;BLUSA;258;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15437_27589;BLUSA GGT VISCOSE ESTAMPA RAIA          ;BLUSA;BLUSA;518;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.17039_30011;BLUSA BATA ESTAMPA CONFETE TULE         ;BLUSA;BLUSA;258;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.17195_0091;CALCA JEANS RETA DESTROYED              ;CALÇA;CALÇA;338;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14432_0145;CALCA CENOURA BARRA BABADINHO           ;CALÇA;CALÇA;258;2;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.12736_2736;VESTIDO MIDI ROLOTE RECHEIO             ;VESTIDO;VESTIDO;219;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.11962_0024;BLUSA DECOTE EM V ABOTAMENTO MANGA LONGA;BLUSA;BLUSA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.07669_2438;VESTIDO MIDI BOJO                       ;VESTIDO;VESTIDO;239;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13535_0002;CALCA RETA DETALHE COS E PREGA          ;CALÇA;CALÇA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.12139_2734;BLUSA LATERAL BOTOES                    ;BLUSA;BLUSA;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13542_04030;VESTIDO LISTRADO CURTO                  ;VESTIDO;VESTIDO;239;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.06814_019;CALCA ESTAMPA QUADRADOS                 ;CALÇA;CALÇA;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13595_04031;CALCA CREPE COS BOTOES PERNA AFUNIADA   ;CALÇA;CALÇA;299;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13496_27276;MACACAO ESTAMPA PONTO CRUZ              ;MACACAO;MACACAO;259;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.07736_019;VESTIDO SEDA ESTAMPA LENCO ZEBRA        ;VESTIDO;VESTIDO;549;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15150_0061;TOP SARJA BOTAO FLAMINGO                ;BLUSA;TOP;129;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13620_04030;TUNICA ALCINHA DETALHE NERVURAS         ;BLUSA;TUNICA;159;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.06662_2125;CALCA DETALHE ZIPER                     ;CALÇA;CALÇA;169;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.07741_019;VESTIDO ESTAMPA FOLHAS CORACAO          ;VESTIDO;VESTIDO;399;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15709_0068;BRINCO METAL FRISOS ONDAS               ;ACESSÓRIO;BRINCO;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13626_27295;MACACAO ESTAMPA FUEGO CANCUN            ;MACACAO;MACACAO;139;1;SEM FOTO;SEM FOTO;0
LOJA 01;29.15930_30014;MACAQUINHO ESTAMPA CERDA                ;MACACAO;MACAQUINHO;179;1;COM FOTO;DESATIVADO;PRODUTO DIFERENTE DA IMAGEM
LOJA 01;29.13648_04011;VESTIDO MIDI LISTRA GUAPA               ;VESTIDO;VESTIDO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16367_04328;BLUSA ALCA GODE                         ;BLUSA;BLUSA;119;1;COM FOTO;DESATIVADO;PRODUTO DIFERENTE DA IMAGEM
LOJA 01;29.13650_27264;VESTIDO CURTO ESTAMPA CABALLOS          ;VESTIDO;VESTIDO;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14981_0024;BLUSA LISTRA MAYA                       ;BLUSA;BLUSA;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13653_27385;KIMONO ESTAMPA MINI TACOS               ;COLETE / KIMONO;KIMONO;159;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15102_0001;SHORT SARJA ACABAMENTO CROCHE           ;BERMUDA /SHORT;SHORT;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13655_27266;MACAQUINHO ESTAMPA CANCUN               ;MACACAO;MACAQUINHO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15203_0024;CROPPED BABADO IRREGULAR                ;BLUSA;CROPPED;69;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.07763_016;VESTIDO CURTO MANGA PERA                ;VESTIDO;VESTIDO;159;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.12270_2730;MACACAO ESTAMPA SELVAGEM                ;MACACAO;MACACAO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13675_27251;VESTIDO LONGO ESTAMPA RIVIERA           ;VESTIDO;VESTIDO;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15473_27589;VESTIDO BORDADO RAIA MIDI               ;VESTIDO;VESTIDO;399;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13686_3194;SAIA MIDI LISTRA LEON                   ;SAIA;SAIA;129;1;SEM FOTO;SEM FOTO;0
LOJA 01;29.15627_0001;VESTIDO GGT BOJO BIQUINI TUNEL CURTO    ;VESTIDO;VESTIDO;239;1;COM FOTO;DESATIVADO;PROBLEMAS DE QUALIDADE DO PRODUTO
LOJA 01;29.13727_2608;BLUSA ALCA LARGA                        ;BLUSA;BLUSA;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.06790_1118;CALCA FAIXA AMARRACAO                   ;CALÇA;CALÇA;139;1;SEM FOTO;SEM FOTO;0
LOJA 01;29.13742_0001;BLUSA BORDADA                           ;BLUSA;BLUSA;179;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.15911_04017;BLUSA MANGA LONGA CROPPED               ;BLUSA;BLUSA;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13762_04006;SHORT FAIXA AMARRACAO                   ;BERMUDA /SHORT;SHORT;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13427_04006;BLUSA DECOTE RECHEIO                    ;BLUSA;BLUSA;89;1;SEM FOTO;SEM FOTO;0
LOJA 01;29.13845_04003;CASACO TRICOT MANGA TRANCA              ;CASACO / JAQUETA;CASACO;169;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16076_0005;CALCA CENOURA AMARRACAO PALA COS        ;CALÇA;CALÇA;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13863_0024;BLUSA TRICOT CROPPED BARRA RENDA        ;BLUSA;BLUSA;99;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.16426_0091;CALCA JEANS RETA DESTROYED              ;CALÇA;CALÇA;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13887_27275;VESTIDO CURTO ESTAMPA TALAVERA          ;VESTIDO;VESTIDO;239;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14932_0061;TUNICA TRICOT TELA COM BOTOES           ;BLUSA;TUNICA;299;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.07818_019;VESTIDO CURTO ESTAMPA NORTURNA          ;VESTIDO;VESTIDO;219;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15013_0024;CROPPED XADREZ TULUM                    ;BLUSA;CROPPED;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.07897_055;VESTIDO CURTO ESTAMPA BATIK             ;VESTIDO;VESTIDO;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15040_27578;MACACAO ESTAMPA CONCHA                  ;MACACAO;MACACAO;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13930_0091;CALCA JEANS RETA DESTROYED              ;CALÇA;CALÇA;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15125_0091;CALCA JEANS PANTALONA MIX CADARCO       ;CALÇA;CALÇA;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13953_04010;BLUSA ALCA TORCIDA                      ;BLUSA;BLUSA;119;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15190_27555;BLUSA ESTAMPA LINCE PRETO               ;BLUSA;BLUSA;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13967_1511;SHORT TRICOT NERVURA LUREX              ;BERMUDA /SHORT;SHORT;159;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15216_04067;SHORT PALA COM AMARRACAO                ;BERMUDA /SHORT;SHORT;129;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.10753_1339;CALCA COS CORDAO                        ;CALÇA;CALÇA;129;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.06508_021;CALCA RETA XADREZ                       ;CALÇA;CALÇA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13985_0024;BLUSA MANGA LONGA LISTRA COLOR          ;BLUSA;BLUSA;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15440_27590;BLUSA GGT OMBRO TRANCA ESTAMPA NAUTICA  ;BLUSA;BLUSA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13996_27266;BLUSA ESTAMPA CANCUN                    ;BLUSA;BLUSA;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15471_04069;SAIA CREPE VISCOSE BICOLOR CURTA        ;SAIA;SAIA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14005_04001;CALCA MICROFLARE                        ;CALÇA;CALÇA;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15488_27663;SHORT XADREZ PREGAS COS BAINHA ITALIANA ;BERMUDA /SHORT;SHORT;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.10861_019;BLUSA ESTAMPA HULA AZUL                 ;BLUSA;BLUSA;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15620_27593;BLUSA BABADO MICANGA ESTAMPA SERPIENTE  ;BLUSA;BLUSA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14036_0091;CALCA JEANS REBITE CENOURA              ;CALÇA;CALÇA;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15684_04022;BLUSA TRICOT NESGAS BICOLOR             ;BLUSA;BLUSA;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.10950_2282;BLUSA ABERTURA GOLA                     ;BLUSA;BLUSA;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13315_04001;VESTIDO MIDI ELASTICO DECOTE            ;VESTIDO;VESTIDO;139;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.14093_0015;VESTIDO SARJA BORDADO ESTRELA           ;VESTIDO;VESTIDO;239;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13322_04002;CALCA CIGARRETE PALA ELASTICO           ;CALÇA;CALÇA;129;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14094_0024;BLUSA MANGA CURTA DECOTE U              ;BLUSA;BLUSA;59;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15816_0024;VESTIDO MIDI DECOTE VAZADO              ;VESTIDO;VESTIDO;219;1;COM FOTO;DESATIVADO;PROBLEMAS DE QUALIDADE DO PRODUTO
LOJA 01;29.14122_04026;CALCA SARJA SLOUCHY DETALHE BOTOES      ;CALÇA;CALÇA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15924_30001;CALCA ESTAMPA NATUREZA ESTRELA          ;CALÇA;CALÇA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14133_0091;MACACAO JEANS ESTAMPADO COM FAIXA       ;MACACAO;MACACAO;389;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13354_24241;SAIA CURTA JACQUARD TEAR                ;SAIA;SAIA;229;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.10959_741;BLUSA BOTOES COSTAS                     ;BLUSA;BLUSA;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15954_04314;SHORT VIES                              ;BERMUDA /SHORT;SHORT;109;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.02817_019;VESTIDO CURTO ESTAMPA MONTANHA          ;VESTIDO;VESTIDO;189;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13444_27005;MACACAO ESTAMPA LIBERTY CITRICO         ;MACACAO;MACACAO;189;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14189_4451;VESTIDO CURTO DECOTE FRANZIDO           ;VESTIDO;VESTIDO;189;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16305_04061;BLUSA DECOTE V                          ;BLUSA;BLUSA;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14196_04021;VESTIDO LONGO LAISE                     ;VESTIDO;VESTIDO;269;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16398_04328;MACAQUINHO SARJA COLOR UTILITARIO       ;MACACAO;MACAQUINHO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14203_27282;VESTIDO MIDI ESTAMPA ISLA               ;VESTIDO;VESTIDO;259;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.13488_0005;VESTIDO BORDADO ESTRELA CACHECOUER      ;VESTIDO;VESTIDO;359;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14204_27300;VESTIDO MIDI ESTAMPA LUZ                ;VESTIDO;VESTIDO;189;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16501_8240;CASACO TRICOT LISTRAS 3D                ;CASACO / JAQUETA;CASACO;229;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14210_04013;VESTIDO MIDI VAZADOS                    ;VESTIDO;VESTIDO;239;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.11952_0091;CALCA JEANS RETA BOLSOS FRENTE          ;CALÇA;CALÇA;169;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14226_04006;CINTO ROLOTE FLORES CINTURA             ;ACESSÓRIO;CINTO;169;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14999_27554;SHORT ESTAMPA MARIETA                   ;BERMUDA /SHORT;SHORT;159;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14235_4451;SANDALIA TRANCAS TRICOLOR               ;SAPATO;SANDALIA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15032_04075;VESTIDO LONGO BABADO                    ;VESTIDO;VESTIDO;249;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14237_0005;SANDALIA MULE LISTRADA                  ;SAPATO;SANDALIA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15035_27578;BLUSA ALCA ESTAMPA CONCHA               ;BLUSA;BLUSA;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14258_2608;BLUSA CROPPED BABADO                    ;BLUSA;BLUSA;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15058_0024;BLUSA ALCA XADREZ TULUM                 ;BLUSA;BLUSA;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14268_741;VESTIDO MIDI TRICOLOR BARRA BABADO      ;VESTIDO;VESTIDO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15109_27603;BLUSA JEANS ESTAMPA CORALES             ;BLUSA;BLUSA;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.11152_019;CALCA ESTAMPA BUZIOS SUSPIRO            ;CALÇA;CALÇA;129;1;COM FOTO;DESATIVADO;PROBLEMAS DE QUALIDADE DO PRODUTO
LOJA 01;29.15135_0091;SHORT JEANS ESTONADO ESTRELA            ;BERMUDA /SHORT;SHORT;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14317_27300;MACACAO ESTAMPA LUZ                     ;MACACAO;MACACAO;189;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15153_0091;MACACAO WIDE JEANS CADARCO              ;MACACAO;MACACAO;229;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14382_27274;VESTIDO CURTO ESTAMPA GUADALUPE         ;VESTIDO;VESTIDO;119;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 01;29.15197_0091;SHORT JEANS DESTROYED                   ;BERMUDA /SHORT;SHORT;119;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.11295_019;VESTIDO MIDI ESTAMPA ARABESCO           ;VESTIDO;VESTIDO;239;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.12062_2732;CALCA PANTACOURT TRANSPASSE GLAM        ;CALÇA;CALÇA;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.14406_3194;SHORT CINTURA ALTA LATERAL CAVADA       ;BERMUDA /SHORT;SHORT;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15246_00004;VESTIDO MIDI LISTRADO COM PALA          ;VESTIDO;VESTIDO;119;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16549_0091;CALCA JEANS UTILITARIO BLUE DENIM       ;CALÇA;CALÇA;189;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.15253_04066;SHORT ALFAIATARIA RECORTE PESPONTADO    ;BERMUDA /SHORT;SHORT;159;1;COM FOTO;ATIVO NO SITE;0
LOJA 01;29.16600_0005;BATA DETALHE RENDA                      ;BLUSA;BATA;169;1;COM FOTO;ATIVO NO SITE;0
