FILIAL;REFERÊNCIA_COR;DESCRIÇÃO_PRODUTO;CATEGORIA;SUB CATEGORIA;VALOR_VENDA;QTDE_ESTOQUE;STATUS_REFERÊNCIA;MOTIVO_STATUS;STATUS_DESATIVADO
LOJA 03;29.15191_04035;REGATA BASIC DECOTE U                   ;BLUSA;REGATA;118;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14842_0068;RASTEIRA GLADIADORA PALHA PEIXE         ;SAPATO;RASTEIRA;478;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14441_0005;BLUSA TOMARA QUE CAIA EVASE             ;BLUSA;BLUSA;238;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 03;29.14670_0024;VESTIDO DETALHE BARRA BALONE LONGO      ;VESTIDO;VESTIDO;598;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14808_27411;CALCA ESTAMPA FLOREIO                   ;CALÇA;CALÇA;238;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14674_04031;BLUSA CREPE ALCA CORDAO SAO FRANCISCO   ;BLUSA;BLUSA;238;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15077_04065;BLUSA SILK MOJITOS                      ;BLUSA;BLUSA;118;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14865_27570;SAIA MIDI EST. PISCINA ACAPULCO         ;SAIA;SAIA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15178_04027;CALCA SARJA WIDE LEG COLOR              ;CALÇA;CALÇA;238;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.14866_27570;VESTIDO CURTO EST. PISCINA ACAPULCO     ;VESTIDO;VESTIDO;318;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14771_04076;BLUSA ROLOTE ALCA                       ;BLUSA;BLUSA;218;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14876_0024;SAIA CURTA RECORTE BABADO               ;SAIA;SAIA;238;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14620_04013;VESTIDO MIDI LISTRA DELFINE             ;VESTIDO;VESTIDO;318;2;SEM FOTO;SEM FOTO;0
LOJA 03;29.14702_0024;SAIA MIDI BABADO LASTEX                 ;SAIA;SAIA;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15344_0024;BLUSA SILK CARIMBO DRINK BORDADO        ;BLUSA;BLUSA;178;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14888_04065;BLUSA DETALHE COSTAS AMARRACAO          ;BLUSA;BLUSA;198;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14803_27564;BLUSA ESTAMPA PISCINA FLAMINGO          ;BLUSA;BLUSA;158;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14903_04066;VESTIDO MIDI BUSTO LASTEX               ;VESTIDO;VESTIDO;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15019_0149;CROPPED AMARRACAO FRENTE                ;BLUSA;CROPPED;158;2;SEM FOTO;SEM FOTO;0
LOJA 03;29.14457_0002;BLUSA SILK GUAPA                        ;BLUSA;BLUSA;138;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14615_04006;VESTIDO MIDI LASTEX                     ;VESTIDO;VESTIDO;338;2;SEM FOTO;SEM FOTO;0
LOJA 03;29.14935_0024;BLUSA TRICOT INTARSIA EST ENAMORADA     ;BLUSA;BLUSA;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15150_0061;TOP SARJA BOTAO FLAMINGO                ;BLUSA;TOP;258;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14719_0024;TOP DETALHE ELASTICO                    ;BLUSA;TOP;138;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14764_27556;VESTIDO CURTO ESTAMPA SUENO OFF         ;VESTIDO;VESTIDO;318;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14944_04063;CROPPED LACO                            ;BLUSA;CROPPED;118;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15189_04020;BLUSA DECOTE E CAVA RETILINEA           ;BLUSA;BLUSA;138;2;SEM FOTO;SEM FOTO;0
LOJA 03;29.14948_0149;VESTIDO MIDI DETALHE CADARCO            ;VESTIDO;VESTIDO;298;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15204_04061;REGATA DECOTE BABADINHO                 ;BLUSA;REGATA;178;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.14721_0024;CAMISA OMBRO ESTRUTURADO                ;BLUSA;CAMISA;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15217_026;VESTIDO MIDI UM OMBRO LISTRADO          ;VESTIDO;VESTIDO;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14973_0005;SAIA TRICOT BASICA FENDA                ;SAIA;SAIA;318;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15300_04076;BLUSA SILK DALIA                        ;BLUSA;BLUSA;118;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14483_1652;BLUSA SILK ESTRELA BORDADA              ;BLUSA;BLUSA;198;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14783_04013;TOP ALCA BASIC                          ;BLUSA;TOP;58;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14984_0024;VESTIDO MIDI LISTRA MAYA                ;VESTIDO;VESTIDO;99;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14463_04010;BLUSA MANGA CURTA BABADO DUPLO          ;BLUSA;BLUSA;118;2;SEM FOTO;SEM FOTO;0
LOJA 03;29.14985_0001;BLUSA PALA LASTEX                       ;BLUSA;BLUSA;198;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14662_04019;SAIA CURTA AMARRACAO                    ;SAIA;SAIA;298;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14995_04065;VESTIDO MIDI BUSTO DRAPEADO             ;VESTIDO;VESTIDO;298;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15430_0024;BLUSA CREPE DECOTE V OMBRO FRANZIDO     ;BLUSA;BLUSA;338;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14733_04114;MACACAO PANTALONA TOP BABADO            ;MACACAO;MACACAO;518;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14451_0145;SHORT BARRA FENDA LATERAL               ;BERMUDA /SHORT;SHORT;178;2;COM FOTO;DESATIVADO;PROBLEMAS DE QUALIDADE DO PRODUTO
LOJA 03;29.14408_0024;BLUSA MANGA CURTA LIBRE                 ;BLUSA;BLUSA;198;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15017_04073;BLUSA COS ELASTICO                      ;BLUSA;BLUSA;138;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14812_27669;CALCA ESTAMPA PORCELANA                 ;CALÇA;CALÇA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13996_27266;BLUSA ESTAMPA CANCUN                    ;BLUSA;BLUSA;178;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13370_27298;SHORT ESTAMPA TULUM OFF WHITE           ;BERMUDA /SHORT;SHORT;258;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13542_04030;VESTIDO LISTRADO CURTO                  ;VESTIDO;VESTIDO;478;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14349_04019;TOP ALCA ELASTICO                       ;BLUSA;TOP;118;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13502_04035;BLUSA CREPE ALCA CORDAO SAO FRANCISCO   ;BLUSA;BLUSA;238;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14333_04013;SHORT AMARRACAO LATERAL                 ;BERMUDA /SHORT;SHORT;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14230_04003;BOLSA TRICOT ESTAMPADA                  ;BOLSA;BOLSA;558;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14333_04018;SHORT AMARRACAO LATERAL                 ;BERMUDA /SHORT;SHORT;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13846_0145;BLUSA MANGA                             ;BLUSA;BLUSA;178;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13477_27252;VESTIDO GGT  ESTAMPA PASION             ;VESTIDO;VESTIDO;778;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13859_0091;CALCA JEANS RETA DESTROYED              ;CALÇA;CALÇA;298;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13593_27283;VESTIDO GGT VISCOSE ESTAMPA BELIZE      ;VESTIDO;VESTIDO;598;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 03;29.14304_04010;CAMISA OMBRO FRANZIDOS                  ;BLUSA;CAMISA;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14040_27274;CALCA JEANS WIDE ESTAMPA GUADALUPE      ;CALÇA;CALÇA;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14203_27282;VESTIDO MIDI ESTAMPA ISLA               ;VESTIDO;VESTIDO;518;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14053_0091;SHORT JEANS POA CORROSAO                ;BERMUDA /SHORT;SHORT;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13375_27265;CALCA ESTAMPA GUADALAJARA               ;CALÇA;CALÇA;318;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14076_0005;CALCA SARJA DESTROYED                   ;CALÇA;CALÇA;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.02919_982;CALCA PANTACOURT PALA PESPONTOS         ;CALÇA;CALÇA;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13954_27267;CALCA LAISE ESTAMPA ESTRELA             ;CALÇA;CALÇA;518;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13631_04022;CALCA CREPE PALA SOBREPOSTA WIDE LEG    ;CALÇA;CALÇA;598;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13595_04031;CALCA CREPE COS BOTOES PERNA AFUNIADA   ;CALÇA;CALÇA;598;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13979_04002;BLUSA CROPPED FRENTE BOTOES             ;BLUSA;BLUSA;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13315_04001;VESTIDO MIDI ELASTICO DECOTE            ;VESTIDO;VESTIDO;278;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 03;29.13728_04006;VESTIDO DECOTE DETALHE BICOLOR          ;VESTIDO;VESTIDO;258;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13693_27295;CROPPED ESTAMPA FUEGO CANCUN            ;BLUSA;CROPPED;118;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14282_2608;BLUSA BOLSO PATCH                       ;BLUSA;BLUSA;118;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14170_0024;BLUSA RECORTE RECHEIO                   ;BLUSA;BLUSA;198;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14305_27304; BLUSA CROPPED ESTAMPA GUADALUPE        ;BLUSA;BLUSA;138;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13437_27001;BLUSA ESTAMPA SARI HIBISCO              ;BLUSA;BLUSA;158;2;SEM FOTO;SEM FOTO;0
LOJA 03;29.13508_0024;VESTIDO DETALHE LISTRAS MIDI            ;VESTIDO;VESTIDO;359;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13838_0024;BLUSA TRICOT MANGA RENDA COM PUNHO      ;BLUSA;BLUSA;238;2;SEM FOTO;SEM FOTO;0
LOJA 03;29.13648_04011;VESTIDO MIDI LISTRA GUAPA               ;VESTIDO;VESTIDO;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.14011_0005;BLUSA BOTOES FRANZIDO                   ;BLUSA;BLUSA;218;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13752_04013;BLUSA DETALHE RESINA                    ;BLUSA;BLUSA;178;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.13747_1573;CROPPED ALCA LARGA                      ;BLUSA;CROPPED;118;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13752_04006;BLUSA DETALHE RESINA                    ;BLUSA;BLUSA;178;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.13726_04006;SAIA MIDI BICOLOR                       ;SAIA;SAIA;238;2;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16859_04329;VESTIDO MIDI RECORTE LAISE              ;VESTIDO;VESTIDO;329;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16555_0024;BLUSA TRICOT MIX PONTOS                 ;BLUSA;BLUSA;189;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17118_0005;BLUSA MANGA CURTA AMPLA                 ;BLUSA;BLUSA;69;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16858_30049;VESTIDO MIDI ESTAMPA VOA PRISMA         ;VESTIDO;VESTIDO;359;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 03;29.17449_0015;BLUSA TRICOT LISTRAS LUREX              ;BLUSA;BLUSA;179;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 03;29.17125_04328;BLUSA SEM MANGA CANELADA GOLA           ;BLUSA;BLUSA;59;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.05638_1750;SAIA CURTA BABADO                       ;SAIA;SAIA;159;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17136_0068;COLAR CORRENTE METAL PEDRA              ;ACESSÓRIO;COLAR;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17349_04329;CAMISA PREGAS                           ;BLUSA;CAMISA;119;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.16588_04314;BLUSA ALCA PONTEIRAS                    ;BLUSA;BLUSA;69;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.16698_04308;BLUSA MANGA CURTA GOLA ALTA             ;BLUSA;BLUSA;49;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.17431_30212;CASACO TRICOT JACQUARD EST PEONIA       ;CASACO / JAQUETA;CASACO;279;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17140_0068;COLAR CORRENTE ELEMENTO METAL           ;ACESSÓRIO;COLAR;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17478_0024;CAMISA LINHO MANGA LONGA                ;BLUSA;CAMISA;159;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.16697_2595;BLUSA CROPPED CANELADA                  ;BLUSA;BLUSA;39;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.16922_0024;BLUSA DECOTE ROLOTE                     ;BLUSA;BLUSA;109;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16801_04329;REGATA DECOTE U COLOR                   ;BLUSA;REGATA;49;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.16922_04319;BLUSA DECOTE ROLOTE                     ;BLUSA;BLUSA;109;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16842_0005;BLUSA DECOTE RETO                       ;BLUSA;BLUSA;69;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16711_04321;BLUSA BUSTO FAIXA                       ;BLUSA;BLUSA;119;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.17371_04328;CAMISA FENDA LATERAL                    ;BLUSA;CAMISA;119;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.16712_04303;BLUSA LISTRA BATIK                      ;BLUSA;BLUSA;99;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.17396_0005;CALCA PALA VIES                         ;CALÇA;CALÇA;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17163_0005;BLUSA SEM MANGA GOLA ALTO               ;BLUSA;BLUSA;169;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17163_04320;BLUSA SEM MANGA GOLA ALTO               ;BLUSA;BLUSA;169;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 03;29.16558_8240;CASACO TRICOT AMPLO                     ;CASACO / JAQUETA;CASACO;229;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16715_0001;REGATA ALCA DUPLA ELASTICO              ;BLUSA;REGATA;49;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17434_0024;VESTIDO TRICOT LISTRADO MANGA CURTA     ;VESTIDO;VESTIDO;259;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16715_0005;REGATA ALCA DUPLA ELASTICO              ;BLUSA;REGATA;49;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17458_031;CALCA TRICOT LINHO MANGA LONGA          ;CALÇA;CALÇA;249;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16665_30023;SAIA MIDI ESTAMPA MARACAJA              ;SAIA;SAIA;129;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.12686_0005;BLUSA DETALHE OMBRO VELUDO              ;BLUSA;BLUSA;69;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17182_30203;MACACAO ESTAMPA CAMO                    ;MACACAO;MACACAO;279;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.20591_04308;BLUSA BOLSO ARREDONDADO                 ;BLUSA;BLUSA;119;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16772_0005;VESTIDO BABADO SILK COURAGE             ;VESTIDO;VESTIDO;139;1;COM FOTO;DESATIVADO;PROBLEMAS DE QUALIDADE DO PRODUTO
LOJA 03;29.17195_0091;CALCA JEANS RETA DESTROYED              ;CALÇA;CALÇA;169;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16863_0005;SHORT BOLSO UTILITARIOS                 ;BERMUDA /SHORT;SHORT;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17197_0091;CALCA JEANS SKINNY CINTURA ALTA         ;CALÇA;CALÇA;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16919_30212;BLUSA RECORTES ESTAMPA PEONIA           ;BLUSA;BLUSA;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17204_0005;JAQUETA BLACK JEANS POA METAIS          ;CASACO / JAQUETA;JAQUETA;299;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.16552_0005;JAQUETA BLACK JEANS                     ;CASACO / JAQUETA;JAQUETA;189;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16958_04319;VESTIDO MIDI ALCA ROLOTE                ;VESTIDO;VESTIDO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16674_30022;CALCA EST NATUREZA MATCHA               ;CALÇA;CALÇA;109;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.16558_0024;CASACO TRICOT AMPLO                     ;CASACO / JAQUETA;CASACO;229;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17220_04328;CAMISA FENDA COTELE                     ;BLUSA;CAMISA;239;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17375_30172;BLUSA MANGA LONGA ESTAMPA PASTILHA      ;BLUSA;BLUSA;119;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.17233_30205;BLUSA GGT MANGA LONGA ESTAMPA HERA      ;BLUSA;BLUSA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17384_30172;KIMONO ESTAMPA PASTILHA                 ;COLETE / KIMONO;KIMONO;159;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.16852_04312;BLUSA PALA DECOTE                       ;BLUSA;BLUSA;129;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17396_2595;CALCA PALA VIES                         ;CALÇA;CALÇA;179;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.16854_04312;SHORT COS AMARRACAO                     ;BERMUDA /SHORT;SHORT;129;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17401_8242;BLUSA MANGA CURTA BRASIL                ;BLUSA;BLUSA;119;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.10642_019;BLUSA ESTAMPA DOT ECLIPSE               ;BLUSA;BLUSA;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16868_04321;VESTIDO MIDI RECORTES                   ;VESTIDO;VESTIDO;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17244_04328;CALCA TUNEL AMARRACAO                   ;CALÇA;CALÇA;199;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 03;29.17042_30158;BLUSA ESTAMPA GOTA OMBRO A OMBRO        ;BLUSA;BLUSA;109;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16878_04328;REGATA GGT ALONGADA ACABAMENTOS DESFIADO;BLUSA;REGATA;139;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16959_0005;VESTIDO MIDI BORDADO BICOLOR            ;VESTIDO;VESTIDO;369;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16648_30019;BERMUDA ESTAMPA GEO BEIJO               ;BERMUDA /SHORT;BERMUDA;99;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.17290_0068;COLAR ELOS CRISTAIS                     ;ACESSÓRIO;COLAR;69;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16691_0005;BLUSA SEM MANGA BABADO CAVA             ;BLUSA;BLUSA;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16985_30163;CALCA ESTAMPA MOURISCO                  ;CALÇA;CALÇA;179;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 03;29.17056_0005;JAQUETA REBITES                         ;CASACO / JAQUETA;JAQUETA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17305_04328;CINTO TIRAS CAMURCA QUADRIL             ;ACESSÓRIO;CINTO;109;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 03;29.17465_1405;SAIA TRICOT LONGA CHEVRON               ;SAIA;SAIA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17311_1658;VESTIDO MIDI LISTRA BONINA              ;VESTIDO;VESTIDO;159;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.16649_30023;VESTIDO MIDI ESTAMPA MARACAJA           ;VESTIDO;VESTIDO;159;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.16991_04328;MACACAO MANGA BUFANTE                   ;MACACAO;MACACAO;259;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 03;29.16748_04308;CALCA PANTALONA COS LARGO               ;CALÇA;CALÇA;149;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.16668_2206;MACACAO PANTALONA FAIXA                 ;MACACAO;MACACAO;149;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.16752_04321;SHORT PALA PREGAS                       ;BERMUDA /SHORT;SHORT;119;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17323_04307;BATA MANGAO BORDADA                     ;BLUSA;BATA;159;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.16768_04317;BLUSA YIN YANG                          ;BLUSA;BLUSA;69;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17323_04328;BATA MANGAO BORDADA                     ;BLUSA;BATA;159;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.16770_04328;VESTIDO BABADO SILK FEARLESS            ;VESTIDO;VESTIDO;139;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.17002_04310;CALCA PANTALONA CINTO PESPONTO          ;CALÇA;CALÇA;239;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 03;29.16650_30023;VESTIDO LONGO ESTAMPA MARACAJA          ;VESTIDO;VESTIDO;199;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.17009_0024;CASACO MANGA PREGAS                     ;CASACO / JAQUETA;CASACO;149;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17077_0005;VESTIDO GGT DECOTE PREGAS MIDI          ;VESTIDO;VESTIDO;359;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.17328_04307;VESTIDO MIDI LISTRA HIBISCO             ;VESTIDO;VESTIDO;149;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.17097_0005;BLUSA MANGA LONGA CAVA RAGLAN           ;BLUSA;BLUSA;89;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.17331_30208;SAIA MIDI ESTAMPA ONCINHA ANGORA        ;SAIA;SAIA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17010_0024;CALCA RETA BOLSOS FRENTE                ;CALÇA;CALÇA;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17102_0005;BLUSA DECOTE CANOA MANGA 7/8            ;BLUSA;BLUSA;99;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 03;29.17346_04310;BLAZER RECORTES ALFAIATARIA             ;CASACO / JAQUETA;BLAZER;179;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.17116_0068;BRINCO ARGOLA METAL ACHATADO            ;ACESSÓRIO;BRINCO;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16549_0091;CALCA JEANS UTILITARIO BLUE DENIM       ;CALÇA;CALÇA;189;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17116_0199;BRINCO ARGOLA METAL ACHATADO            ;ACESSÓRIO;BRINCO;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17234_30204;BLUSA MANGA LONGA ESTAMPA PINCELADA     ;BLUSA;BLUSA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17238_30206;CALCA GGT PANTALONA ESTAMPA NOITE       ;CALÇA;CALÇA;279;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.17240_30206;BLUSA GGT MANGA LONGA ESTAMPA NOITE     ;BLUSA;BLUSA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16093_0005;BLUSA SILK CARIMBO BOQUINHA             ;BLUSA;BLUSA;99;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.15942_04303;BLUSA PUNHO VIES                        ;BLUSA;BLUSA;129;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15951_2614;JAQUETA BOLSOS                          ;CASACO / JAQUETA;JAQUETA;299;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15898_0005;BLUSA MANGA LONGA BORDADA PUNHO PREGA   ;BLUSA;BLUSA;159;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15789_0024;VESTIDO MIDI LINHO BUSTO BORDADO        ;VESTIDO;VESTIDO;279;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.15523_04020;BLUSA LISTRADA LUREX GOLA               ;BLUSA;BLUSA;69;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16467_0005;SHORT PESPONTO CONTRASTANTE             ;BERMUDA /SHORT;SHORT;239;1;SEM FOTO;SEM FOTO;0
LOJA 03;29.15846_04326;BLUSA ALCA AMARRACAO                    ;BLUSA;BLUSA;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16178_2614;BOLSA SACO POA                          ;BOLSA;BOLSA;269;1;COM FOTO;ATIVO NO SITE;0
LOJA 03;29.16278_0091;CALCA JEANS RETA POA METAL              ;CALÇA;CALÇA;269;1;SEM FOTO;SEM FOTO;0
